accuracy,forward_time,frobenius,graph_id,hungarian_time,l1,model_kind,seed,split,total_time
0.5444444417953491,0.670525583991548,2.185135841369629,0,0.0013669580075656995,0.010245243087410927,gin,0,baseline_seen,0.6718925419991137
0.5444444417953491,0.012867333993199281,2.192744731903076,0,0.0009836249955696985,0.010380723513662815,gin,1,baseline_seen,0.01385095898876898
0.5444444417953491,0.012580750000779517,2.182905912399292,0,0.001011332991765812,0.010006174445152283,gin,2,baseline_seen,0.013592082992545329
0.5555555820465088,0.014003250005771406,2.1866681575775146,0,0.0014949579926906154,0.010011247359216213,gin,3,baseline_seen,0.015498207998462021
0.5555555820465088,0.013145707998774014,2.158456802368164,0,0.0009483749890932813,0.009972604922950268,gin,4,baseline_seen,0.014094082987867296
0.5444444417953491,0.012438125006156042,2.1926517486572266,0,0.000935332995140925,0.01028786413371563,gin,5,baseline_seen,0.013373458001296967
0.5222222208976746,0.012568791993544437,2.2330939769744873,0,0.0008928329916670918,0.010728651657700539,gin,6,baseline_seen,0.013461624985211529
0.5444444417953491,0.01185333399916999,2.223748207092285,0,0.0010001670016208664,0.010458782315254211,gin,7,baseline_seen,0.012853501000790857
0.5666666626930237,0.011882124992553145,2.1537787914276123,0,0.000931167000089772,0.00988448690623045,gin,8,baseline_seen,0.012813291992642917
0.5444444417953491,0.01271316698694136,2.1953182220458984,0,0.00110675000178162,0.010453877970576286,gin,9,baseline_seen,0.01381991698872298
0.8444444537162781,0.015331457994761877,1.5315133333206177,1,0.001090707999537699,0.004185407888144255,gin,0,baseline_seen,0.016422165994299576
0.8666666746139526,0.01230470799782779,1.29670250415802,1,0.0010651670017978176,0.00300564500503242,gin,1,baseline_seen,0.013369874999625608
0.8666666746139526,0.015318791003664955,1.3516618013381958,1,0.000960833000135608,0.0031938727479428053,gin,2,baseline_seen,0.016279624003800564
0.8666666746139526,0.014695208010380156,1.2907791137695312,1,0.0009474999969825149,0.003055908251553774,gin,3,baseline_seen,0.01564270800736267
0.8888888955116272,0.015887166999164037,1.2013717889785767,1,0.0011992499930784106,0.002638075966387987,gin,4,baseline_seen,0.017086416992242448
0.8333333134651184,0.03685266700631473,1.4341826438903809,1,0.0036783749965252355,0.0039773969911038876,gin,5,baseline_seen,0.04053104200283997
0.8999999761581421,0.017961541991098784,1.2333825826644897,1,0.0011896669893758371,0.0023245469201356173,gin,6,baseline_seen,0.01915120898047462
0.8444444537162781,0.015811165998457,1.3713183403015137,1,0.0010388750088168308,0.003643500152975321,gin,7,baseline_seen,0.01685004100727383
0.8222222328186035,0.013013333998969756,1.5109014511108398,1,0.0009475419938098639,0.004282482899725437,gin,8,baseline_seen,0.01396087599277962
0.8777777552604675,0.013432791995001025,1.253333568572998,1,0.0008867500000633299,0.0028698286041617393,gin,9,baseline_seen,0.014319541995064355
0.8666666746139526,0.015893917006906122,1.2372039556503296,2,0.001106540992623195,0.0036814420018345118,gin,0,baseline_seen,0.017000457999529317
0.7888888716697693,0.011629707994870842,1.4417780637741089,2,0.0008336249884450808,0.00528619484975934,gin,1,baseline_seen,0.012463332983315922
0.800000011920929,0.012111166986869648,1.4936689138412476,2,0.0009596669988241047,0.005046926438808441,gin,2,baseline_seen,0.013070833985693753
0.7777777910232544,0.011707833997206762,1.4538993835449219,2,0.0008245000062743202,0.0049706436693668365,gin,3,baseline_seen,0.012532334003481083
0.7222222089767456,0.011643999998341314,1.6546748876571655,2,0.000884458000655286,0.006543194875121117,gin,4,baseline_seen,0.0125284579989966
0.800000011920929,0.01108770800055936,1.418203592300415,2,0.0007703339942963794,0.004995184484869242,gin,5,baseline_seen,0.01185804199485574
0.7666666507720947,0.011342249999870546,1.6705504655838013,2,0.0009472499950788915,0.0062006739899516106,gin,6,baseline_seen,0.012289499994949438
0.7222222089767456,0.01139391701144632,1.6227426528930664,2,0.0008599170105298981,0.006119209807366133,gin,7,baseline_seen,0.012253834021976218
0.7333333492279053,0.011671582993585616,1.4837136268615723,2,0.0012637079926207662,0.005693899467587471,gin,8,baseline_seen,0.012935290986206383
0.7111111283302307,0.011316957999952137,1.618262529373169,2,0.000864916990394704,0.006722612306475639,gin,9,baseline_seen,0.012181874990346842
0.8222222328186035,0.011215875012567267,1.481814980506897,3,0.001324084005318582,0.00479121645912528,gin,0,baseline_seen,0.012539959017885849
0.8333333134651184,0.011076084003434516,1.423318862915039,3,0.000858416999108158,0.004482759162783623,gin,1,baseline_seen,0.011934501002542675
0.8444444537162781,0.011315750001813285,1.4931715726852417,3,0.0012592499988386407,0.004585034679621458,gin,2,baseline_seen,0.012575000000651926
0.8333333134651184,0.01152395800454542,1.420632004737854,3,0.0009175000013783574,0.004159619100391865,gin,3,baseline_seen,0.012441458005923778
0.8333333134651184,0.01202120901143644,1.4609572887420654,3,0.0014199169963831082,0.004417123273015022,gin,4,baseline_seen,0.013441126007819548
0.8666666746139526,0.011906500003533438,1.3694278001785278,3,0.0009407500037923455,0.003893960500136018,gin,5,baseline_seen,0.012847250007325783
0.8333333134651184,0.012167749999207444,1.288150668144226,3,0.0012556250003399327,0.004147308878600597,gin,6,baseline_seen,0.013423374999547377
0.8444444537162781,0.011744582996470854,1.4989638328552246,3,0.0009106659999815747,0.004524361342191696,gin,7,baseline_seen,0.012655248996452428
0.8888888955116272,0.012511584005551413,0.8922522068023682,3,0.0011578749981708825,0.001965797506272793,gin,8,baseline_seen,0.013669459003722295
0.8444444537162781,0.012750041001709178,1.5011534690856934,3,0.001560249991598539,0.004650771152228117,gin,9,baseline_seen,0.014310290993307717
0.8333333134651184,0.013888040994061157,1.5629947185516357,4,0.0016049999976530671,0.0044376663863658905,gin,0,baseline_seen,0.015493040991714224
0.8333333134651184,0.012846375000663102,1.561437726020813,4,0.001079875000868924,0.004306911490857601,gin,1,baseline_seen,0.013926250001532026
0.7555555701255798,0.012176292002550326,1.8464289903640747,4,0.0013812499964842573,0.006921059917658567,gin,2,baseline_seen,0.013557541999034584
0.7777777910232544,0.012191165995318443,1.7455092668533325,4,0.0010973750031553209,0.005760135594755411,gin,3,baseline_seen,0.013288540998473763
0.7777777910232544,0.012330958008533344,1.6829177141189575,4,0.0010033330036094412,0.005517296958714724,gin,4,baseline_seen,0.013334291012142785
0.800000011920929,0.01239000000350643,1.6778665781021118,4,0.0009814160002861172,0.005225775297731161,gin,5,baseline_seen,0.013371416003792547
0.8111110925674438,0.01179891599167604,1.6588064432144165,4,0.0015553340053884313,0.004780738614499569,gin,6,baseline_seen,0.013354249997064471
0.8333333134651184,0.01210029200592544,1.5487788915634155,4,0.0008669170056236908,0.0042503513395786285,gin,7,baseline_seen,0.01296720901154913
0.8111110925674438,0.012071249992004596,1.7005722522735596,4,0.001602709002327174,0.00511489761993289,gin,8,baseline_seen,0.01367395899433177
0.8444444537162781,0.011901582998689264,1.5076870918273926,4,0.0010152090108022094,0.003942287992686033,gin,9,baseline_seen,0.012916792009491473
1.0,0.01346570800524205,0.0,5,0.0015881670115049928,0.0,gin,0,baseline_seen,0.015053875016747043
1.0,0.012266666002687998,0.0,5,0.0010883749928325415,0.0,gin,1,baseline_seen,0.01335504099552054
1.0,0.012325709001743235,0.0,5,0.001585542006068863,0.0,gin,2,baseline_seen,0.013911251007812098
1.0,0.01310791599098593,0.0,5,0.0010795000125654042,0.0,gin,3,baseline_seen,0.014187416003551334
1.0,0.01273579201370012,0.0,5,0.0016285830060951412,0.0,gin,4,baseline_seen,0.014364375019795261
1.0,0.012971417003427632,0.0,5,0.0010922499932348728,0.0,gin,5,baseline_seen,0.014063666996662505
1.0,0.012912166988826357,0.0,5,0.001545708000776358,0.0,gin,6,baseline_seen,0.014457874989602715
1.0,0.012755834002746269,0.0,5,0.0012459580029826611,0.0,gin,7,baseline_seen,0.01400179200572893
1.0,0.012818166011129506,0.0,5,0.001100666995625943,0.0,gin,8,baseline_seen,0.013918833006755449
