accuracy,forward_time,frobenius,graph_id,hungarian_time,l1,model_kind,seed,split,total_time
0.0,0.4419497909984784,2.7530405521392822,0,0.017037083001923747,0.01624477654695511,mlp,0,baseline_seen,0.45898687400040217
0.011111111380159855,0.004448916995897889,2.6975460052490234,0,0.0009660829964559525,0.015686605125665665,mlp,1,baseline_seen,0.005414999992353842
0.03333333507180214,0.0039021250122459605,2.696934223175049,0,0.0011043749982491136,0.01564045622944832,mlp,2,baseline_seen,0.005006500010495074
0.0,0.004000250002718531,2.711094379425049,0,0.0010757089912658557,0.015859881415963173,mlp,3,baseline_seen,0.005075958993984386
0.02222222276031971,0.0037970000121276826,2.722248077392578,0,0.0010055419988930225,0.015789862722158432,mlp,4,baseline_seen,0.004802542011020705
0.011111111380159855,0.0038522920076502487,2.7406234741210938,0,0.0011571249924600124,0.01605602540075779,mlp,5,baseline_seen,0.005009417000110261
0.011111111380159855,0.0039373750041704625,2.755448818206787,0,0.0010784170008264482,0.015915267169475555,mlp,6,baseline_seen,0.005015792004996911
0.0,0.003756125006475486,2.7106285095214844,0,0.0010171670001000166,0.015826933085918427,mlp,7,baseline_seen,0.0047732920065755025
0.0,0.0038798329915152863,2.7216761112213135,0,0.0009719160007080063,0.015938840806484222,mlp,8,baseline_seen,0.004851748992223293
0.02222222276031971,0.0037787500041304156,2.7224977016448975,0,0.0009784579888219014,0.015865033492445946,mlp,9,baseline_seen,0.004757207992952317
0.011111111380159855,0.0037216670025372878,2.817744731903076,1,0.0010992090101353824,0.015871811658143997,mlp,0,baseline_seen,0.00482087601267267
0.02222222276031971,0.003785292006796226,2.770951509475708,1,0.0009937080030795187,0.015539376065135002,mlp,1,baseline_seen,0.004779000009875745
0.0,0.0037248750013532117,2.7992067337036133,1,0.0009547499939799309,0.015705758705735207,mlp,2,baseline_seen,0.004679624995333143
0.03333333507180214,0.0036867919989163056,2.7413594722747803,1,0.0009324170096078888,0.015384374186396599,mlp,3,baseline_seen,0.004619209008524194
0.02222222276031971,0.0036586249916581437,2.7890236377716064,1,0.0011396250047255307,0.015705149620771408,mlp,4,baseline_seen,0.0047982499963836744
0.0,0.003990292010712437,2.805056095123291,1,0.0009536669967928901,0.015721077099442482,mlp,5,baseline_seen,0.0049439590075053275
0.02222222276031971,0.003806833003181964,2.7285492420196533,1,0.0009962089970940724,0.015410816296935081,mlp,6,baseline_seen,0.0048030420002760366
0.011111111380159855,0.0037785000022267923,2.817699670791626,1,0.0010001670016208664,0.01591557450592518,mlp,7,baseline_seen,0.004778667003847659
0.011111111380159855,0.003714250007760711,2.7785227298736572,1,0.0010320000001229346,0.015585280023515224,mlp,8,baseline_seen,0.004746250007883646
0.0,0.004313167009968311,2.805799722671509,1,0.002899667000747286,0.015644334256649017,mlp,9,baseline_seen,0.007212834010715596
0.011111111380159855,0.010603083006571978,2.4753782749176025,2,0.001022750002448447,0.014543792232871056,mlp,0,baseline_seen,0.011625833009020425
0.011111111380159855,0.00392999999166932,2.491905927658081,2,0.0010637920058798045,0.014518077485263348,mlp,1,baseline_seen,0.004993791997549124
0.0,0.004405790998134762,2.4571995735168457,2,0.0011776669998653233,0.014376670122146606,mlp,2,baseline_seen,0.005583457998000085
0.03333333507180214,0.004362374995253049,2.4866325855255127,2,0.0010757499985629693,0.014503803104162216,mlp,3,baseline_seen,0.005438124993816018
0.0,0.004149458007304929,2.4735090732574463,2,0.0011152499937452376,0.014353602193295956,mlp,4,baseline_seen,0.005264708001050167
0.0,0.003967875003581867,2.4765400886535645,2,0.001149792005890049,0.01434315275400877,mlp,5,baseline_seen,0.005117667009471916
0.0,0.003933084008167498,2.4717342853546143,2,0.0011412919993745163,0.014473911374807358,mlp,6,baseline_seen,0.005074376007542014
0.0,0.003915916997357272,2.4761414527893066,2,0.001557125011458993,0.01438894309103489,mlp,7,baseline_seen,0.005473042008816265
0.0,0.004418249998707324,2.4719200134277344,2,0.0010363750043325126,0.014498790726065636,mlp,8,baseline_seen,0.005454625003039837
0.0,0.003952125000068918,2.4814491271972656,2,0.0010508330014999956,0.014648117125034332,mlp,9,baseline_seen,0.0050029580015689135
0.0,0.0038357079902198166,2.735758066177368,3,0.0010002499911934137,0.015703534707427025,mlp,0,baseline_seen,0.00483595798141323
0.011111111380159855,0.0038145419966895133,2.75394606590271,3,0.001062374998582527,0.015809733420610428,mlp,1,baseline_seen,0.00487691699527204
0.0,0.003959958004998043,2.7545249462127686,3,0.0011207920033484697,0.015792733058333397,mlp,2,baseline_seen,0.005080750008346513
0.011111111380159855,0.004299416992580518,2.6945431232452393,3,0.0010463750077178702,0.01551580149680376,mlp,3,baseline_seen,0.005345792000298388
0.0,0.004572207995806821,2.767042636871338,3,0.0013215000071795657,0.015782581642270088,mlp,4,baseline_seen,0.005893708002986386
0.011111111380159855,0.003996957995695993,2.726564884185791,3,0.001126167000620626,0.01559997908771038,mlp,5,baseline_seen,0.005123124996316619
0.011111111380159855,0.004048416987643577,2.767338275909424,3,0.0011385830002836883,0.015794789418578148,mlp,6,baseline_seen,0.0051869999879272655
0.02222222276031971,0.0040673339972272515,2.7322402000427246,3,0.0010818330047186464,0.015605097636580467,mlp,7,baseline_seen,0.005149167001945898
0.0,0.003893667002557777,2.7912540435791016,3,0.0011321669880999252,0.016079388558864594,mlp,8,baseline_seen,0.005025833990657702
