forward_time,graph_id,hungarian time,model_kind,seed,split,total time
0.004607667004165705,18,0.0009006249965750612,mlp,0,baseline_seen,0.0055082920007407665
0.004071583003678825,18,0.0009365419973619282,mlp,1,baseline_seen,0.005008125001040753
0.004396915996039752,18,0.0010603750051814131,mlp,2,baseline_seen,0.005457291001221165
0.004112000002351124,18,0.000887166999746114,mlp,3,baseline_seen,0.004999167002097238
0.004091750000952743,18,0.0009193750011036173,mlp,4,baseline_seen,0.00501112500205636
0.004218832997139543,18,0.001450624993594829,mlp,5,baseline_seen,0.005669457990734372
0.0042276669992133975,18,0.0010339999935240485,mlp,6,baseline_seen,0.005261666992737446
0.004091167000296991,18,0.0008755829985602759,mlp,7,baseline_seen,0.004966749998857267
0.003990625002188608,18,0.0012332500045886263,mlp,8,baseline_seen,0.005223875006777234
0.004056332996697165,18,0.0009615419985493645,mlp,9,baseline_seen,0.00501787499524653
0.004337458005466033,19,0.0024700409994693473,mlp,0,baseline_seen,0.00680749900493538
0.005225917004281655,19,0.0010015000007115304,mlp,1,baseline_seen,0.006227417004993185
0.004335416997491848,19,0.002085166997858323,mlp,2,baseline_seen,0.006420583995350171
0.005504417000338435,19,0.001055542001267895,mlp,3,baseline_seen,0.00655995900160633
0.004513917003350798,19,0.0010239580005872995,mlp,4,baseline_seen,0.0055378750039380975
0.004568874996039085,19,0.0015334589988924563,mlp,5,baseline_seen,0.006102333994931541
0.004336000005423557,19,0.0008187920029740781,mlp,6,baseline_seen,0.005154792008397635
0.003741625005204696,19,0.001298666997172404,mlp,7,baseline_seen,0.0050402920023771
0.004228292003972456,19,0.000992332999885548,mlp,8,baseline_seen,0.005220625003858004
0.0038615839948761277,19,0.0007007080057519488,mlp,9,baseline_seen,0.0045622920006280765
0.0038436670001829043,20,0.0008014579943846911,mlp,0,baseline_seen,0.004645124994567595
0.0038887920018169098,20,0.0007314589965972118,mlp,1,baseline_seen,0.004620250998414122
0.0037609169958159328,20,0.0007475000020349398,mlp,2,baseline_seen,0.004508416997850873
0.0036724169985973276,20,0.0007614170026499778,mlp,3,baseline_seen,0.004433834001247305
0.004735957998491358,20,0.0008785000027273782,mlp,4,baseline_seen,0.005614458001218736
0.003760291998332832,20,0.0006964589993003756,mlp,5,baseline_seen,0.004456750997633208
0.0036473750005825423,20,0.0006888330026413314,mlp,6,baseline_seen,0.004336208003223874
0.0036869159957859665,20,0.0007214580036816187,mlp,7,baseline_seen,0.004408373999467585
0.0036818329972447827,20,0.0007530420043622144,mlp,8,baseline_seen,0.004434875001606997
0.00361558300210163,20,0.0008880840032361448,mlp,9,baseline_seen,0.004503667005337775
0.004508834004809614,21,0.0007714579987805337,mlp,0,baseline_seen,0.005280292003590148
0.0037738340033683926,21,0.0007546670021838509,mlp,1,baseline_seen,0.0045285010055522434
0.0036051659990334883,21,0.0006821249990025535,mlp,2,baseline_seen,0.004287290998036042
0.003574125003069639,21,0.0007212090058601461,mlp,3,baseline_seen,0.004295334008929785
0.003611583000747487,21,0.0006750000029569492,mlp,4,baseline_seen,0.004286583003704436
0.004760957999678794,21,0.0008643750043120235,mlp,5,baseline_seen,0.005625333003990818
0.0037489999958779663,21,0.0007519159989897162,mlp,6,baseline_seen,0.0045009159948676825
0.003794415999436751,21,0.000683666999975685,mlp,7,baseline_seen,0.004478082999412436
0.003744583002116997,21,0.0009514590055914596,mlp,8,baseline_seen,0.004696042007708456
0.0038512079991050996,21,0.0008537920002709143,mlp,9,baseline_seen,0.004704999999376014
0.005012124995118938,22,0.0008096249948721379,mlp,0,baseline_seen,0.005821749989991076
0.0040862079986254685,22,0.0008503749995725229,mlp,1,baseline_seen,0.004936582998197991
0.0038552089972654358,22,0.0008262920018751174,mlp,2,baseline_seen,0.004681500999140553
0.003841417004878167,22,0.0007845000000088476,mlp,3,baseline_seen,0.004625917004887015
0.004193625005427748,22,0.0009729169978527352,mlp,4,baseline_seen,0.005166542003280483
0.003936916997190565,22,0.0008545000018784776,mlp,5,baseline_seen,0.0047914169990690425
0.0037529999972321093,22,0.0010380419989814982,mlp,6,baseline_seen,0.0047910419962136075
0.0038522499962709844,22,0.000872791999427136,mlp,7,baseline_seen,0.0047250419956981204
0.004065250002895482,22,0.0007843749990570359,mlp,8,baseline_seen,0.004849625001952518
0.0037503329949686304,22,0.0007507080008508638,mlp,9,baseline_seen,0.004501040995819494
0.003827707994787488,23,0.0009925830017891712,mlp,0,baseline_seen,0.004820290996576659
0.003929958002117928,23,0.000805291005235631,mlp,1,baseline_seen,0.004735249007353559
0.0038380000041797757,23,0.0008094579970929772,mlp,2,baseline_seen,0.004647458001272753
0.005498667000210844,23,0.0010664170040399767,mlp,3,baseline_seen,0.006565084004250821
0.004165000005741604,23,0.0009554999996908009,mlp,4,baseline_seen,0.005120500005432405
0.0040416670017293654,23,0.0010229170002276078,mlp,5,baseline_seen,0.005064584001956973
0.004192832995613571,23,0.0012141249972046353,mlp,6,baseline_seen,0.0054069579928182065
0.0039734169986331835,23,0.0007972079984028824,mlp,7,baseline_seen,0.004770624997036066
0.0037107909956830554,23,0.0007722079972154461,mlp,8,baseline_seen,0.0044829989928985015
0.0038292919998639263,23,0.0008545829987269826,mlp,9,baseline_seen,0.004683874998590909
0.003884916994138621,24,0.0008352500008186325,mlp,0,baseline_seen,0.004720166994957253
0.00390933300514007,24,0.0009718330038595013,mlp,1,baseline_seen,0.004881166008999571
0.004143999998632353,24,0.0009982920018956065,mlp,2,baseline_seen,0.005142292000527959
0.004487834004976321,24,0.0018728750001173466,mlp,3,baseline_seen,0.006360709005093668
0.0037555000017164275,24,0.0007615829963469878,mlp,4,baseline_seen,0.004517082998063415
0.005009707994759083,24,0.0010127089990419336,mlp,5,baseline_seen,0.006022416993801016
0.003927332996681798,24,0.0008960420018411241,mlp,6,baseline_seen,0.004823374998522922
0.003823665996605996,24,0.0008517499954905361,mlp,7,baseline_seen,0.004675415992096532
0.0038854169979458675,24,0.002013250006712042,mlp,8,baseline_seen,0.005898667004657909
0.004048417002195492,24,0.000906000001123175,mlp,9,baseline_seen,0.004954417003318667
0.00413933300296776,25,0.0011517499951878563,mlp,0,baseline_seen,0.005291082998155616
0.0042124999963562,25,0.0010997499994118698,mlp,1,baseline_seen,0.00531224999576807
0.003884625002683606,25,0.0008827499987091869,mlp,2,baseline_seen,0.004767375001392793
0.003919125003449153,25,0.001263124999240972,mlp,3,baseline_seen,0.005182250002690125
0.003922750001947861,25,0.000742083000659477,mlp,4,baseline_seen,0.004664833002607338
0.0036711659995489754,25,0.0007059580020722933,mlp,5,baseline_seen,0.004377124001621269
0.0036845419963356107,25,0.0008309999975608662,mlp,6,baseline_seen,0.004515541993896477
0.0037092080019647256,25,0.00090654099767562,mlp,7,baseline_seen,0.004615748999640346
0.004547041993646417,25,0.0008987080000224523,mlp,8,baseline_seen,0.005445749993668869
0.003821125006652437,25,0.000724541001545731,mlp,9,baseline_seen,0.004545666008198168
