alignment_improvement,alignment_p_value,frobenius,graph_id,hub_overlap,hub_overlap_null_mean,hub_overlap_p_value,l1,model,random_l1_mean
-0.011991792501919384,0.9600399600399601,2.395012140274048,286,0.0,0.1154,1.0,0.021807648241519928,mlp,0.021549234295263887
-0.015211354835681378,0.988011988011988,2.404372453689575,287,0.0,0.109,1.0,0.021934041753411293,mlp,0.02160539443232119
-0.013987138278555243,0.9820179820179821,2.4012718200683594,288,0.0,0.11450000000000002,1.0,0.021928781643509865,mlp,0.02162629171088338
-0.003532024032593855,0.6863136863136863,2.3934099674224854,289,0.0,0.11130000000000001,1.0,0.02169349417090416,mlp,0.021617141906172036
-0.007710290969911771,0.8701298701298701,2.392033338546753,290,0.0,0.1066,1.0,0.021640053018927574,mlp,0.021474478540942074
-0.017327511499757985,0.9920079920079921,2.4049150943756104,291,0.0,0.11030000000000001,1.0,0.02205958031117916,mlp,0.021683853097259998
-0.010590778772295495,0.9270729270729271,2.392075300216675,292,0.1,0.11560000000000002,0.7282717282717283,0.021807627752423286,mlp,0.021579088401049374
-0.012172076589455376,0.957042957042957,2.392749786376953,293,0.0,0.10970000000000002,1.0,0.021840082481503487,mlp,0.021577440226450563
-0.008488851224970239,0.8941058941058941,2.4020450115203857,294,0.1,0.10880000000000001,0.7012987012987013,0.02181762084364891,mlp,0.021633973263204098
-0.013820883026633179,0.972027972027972,2.4032628536224365,295,0.1,0.1144,0.7112887112887113,0.021815748885273933,mlp,0.02151834633760154
-0.005576275303564285,0.7972027972027972,2.3895199298858643,296,0.1,0.12020000000000002,0.7472527472527473,0.021702786907553673,mlp,0.02158243729546666
-0.011073641758560218,0.938061938061938,2.403975486755371,297,0.1,0.11090000000000001,0.6973026973026973,0.021757224574685097,mlp,0.02151893163472414
-0.0057766254712670155,0.7972027972027972,2.3792307376861572,298,0.0,0.10640000000000001,1.0,0.02167288027703762,mlp,0.02154840322211385
-0.014930572068705792,0.995004995004995,2.3967204093933105,299,0.1,0.11240000000000001,0.7222777222777222,0.02180604077875614,mlp,0.021485253650695084
-0.011176312269451441,0.942057942057942,2.4013185501098633,300,0.0,0.1058,1.0,0.021773923188447952,mlp,0.021533260742202402
-0.00811358558956354,0.8741258741258742,2.3921408653259277,301,0.1,0.1144,0.7222777222777222,0.021829860284924507,mlp,0.021654167344793678
-0.0027439381918591085,0.6463536463536463,2.3701138496398926,302,0.0,0.11530000000000001,1.0,0.021462300792336464,mlp,0.021403570717200636
-0.009169244266436576,0.8991008991008991,2.3977363109588623,303,0.0,0.1124,1.0,0.021777784451842308,mlp,0.021579912958666684
-0.0040536257350061965,0.7292707292707292,2.380131244659424,304,0.2,0.11200000000000002,0.3096903096903097,0.021628767251968384,mlp,0.021541446290910243
-0.007856555941124367,0.8941058941058941,2.386848211288452,305,0.0,0.1092,1.0,0.021832352504134178,mlp,0.021662162512540818
-0.004176701044312078,0.7212787212787213,2.395298957824707,306,0.1,0.1111,0.6973026973026973,0.02168569155037403,mlp,0.021595493629574775
-0.013797939645263985,0.975024975024975,2.4002797603607178,307,0.1,0.11170000000000002,0.7162837162837162,0.021815836429595947,mlp,0.021518919674679636
-0.014681832285851546,0.983016983016983,2.4012198448181152,308,0.1,0.11010000000000002,0.6903096903096904,0.021849922835826874,mlp,0.02153376767039299
-0.015255303611571873,0.989010989010989,2.4038310050964355,309,0.0,0.11310000000000002,1.0,0.021939223632216454,mlp,0.02160956318490207
-0.007323950914299258,0.8571428571428571,2.390718460083008,310,0.1,0.1114,0.7172827172827173,0.021713566035032272,mlp,0.021555693196132777
-0.010414117181453653,0.932067932067932,2.394413948059082,311,0.0,0.1129,1.0,0.021686285734176636,mlp,0.021462769933044912
-0.00603488184431459,0.8011988011988012,2.382341146469116,312,0.2,0.11170000000000002,0.3076923076923077,0.021773245185613632,mlp,0.021642634443938734
-0.008237678962324088,0.8871128871128872,2.4096224308013916,313,0.1,0.10940000000000001,0.6963036963036963,0.02178165130317211,mlp,0.02160368706472218
-0.007855997082080143,0.8741258741258742,2.3870925903320312,314,0.1,0.11310000000000002,0.7342657342657343,0.021710624918341637,mlp,0.021541395775973797
-0.01643763465425152,0.993006993006993,2.412527561187744,315,0.0,0.11120000000000002,1.0,0.021740898489952087,mlp,0.021389308845624327
-0.014235604792731742,0.9760239760239761,2.3987512588500977,316,0.1,0.10670000000000002,0.6823176823176823,0.02182813175022602,mlp,0.021521756529808044
-0.009036834459048806,0.9150849150849151,2.4022324085235596,317,0.1,0.11120000000000002,0.7092907092907093,0.021718401461839676,mlp,0.02152389359846711
-0.012519289635352024,0.972027972027972,2.3986430168151855,318,0.1,0.1144,0.7302697302697303,0.021719954907894135,mlp,0.02145139863528311
-0.012072145735439072,0.958041958041958,2.398634195327759,319,0.0,0.11170000000000001,1.0,0.021759212017059326,mlp,0.021499664928764105
-0.007316054055817311,0.8381618381618382,2.4040374755859375,320,0.0,0.11170000000000002,1.0,0.021908961236476898,mlp,0.021749838244169952
